t,vx,vy,r,x,y,psi,df,dr,Fx_f,Fx_r,Fy_f,Fy_r,alpha_f,alpha_r,ay
7.730000000000000426e+00,-1.038490802753933373e+01,5.570609573511371337e+01,7.880847741065886980e-02,2.671221198341863214e+02,-9.489047267722003198e+01,-2.577547956734576040e+00,3.272492347489367598e-02,-5.877053171935158089e-03,5.413617359868594576e+03,4.066617076797698701e+03,5.564785445686383355e+03,4.167989369166729375e+03,1.529111176576315456e+00,1.567677581244342866e+00,6.588634924087907407e+00
7.740000000000000213e+00,-1.027887565922151403e+01,5.578016627225159141e+01,7.983364948727510180e-02,2.675076923136971345e+02,-9.530572609950922924e+01,-2.576759871960469628e+00,3.272492347489367598e-02,-5.825794568104346143e-03,5.413620040199117284e+03,4.066610526072542598e+03,5.564783105418940977e+03,4.167995105484682426e+03,1.529123251100260816e+00,1.567638029819256040e+00,6.588777069910812578e+00
7.750000000000000000e+00,-1.017221451557671941e+01,5.585426004451571202e+01,8.085743174924689414e-02,2.678930927768780066e+02,-9.572186875100956627e+01,-2.575961535465596697e+00,3.272492347489367598e-02,-5.774605455005756525e-03,5.413622714075858312e+03,4.066603982461418582e+03,5.564780770784330343e+03,4.168000835555938465e+03,1.529135296570744984e+00,1.567598521552731938e+00,6.588919017943728029e+00
7.759999999999999787e+00,-1.006492383353970155e+01,5.592837422610446652e+01,8.187982615604708081e-02,2.682783219564542492e+02,-9.613890077679434398e+01,-2.575152961148104325e+00,3.272492347489367598e-02,-5.723485734665747886e-03,5.413625381421945349e+03,4.066597445887306094e+03,5.564778441849688534e+03,4.168006559447992913e+03,1.529147312641319978e+00,1.567559055979091287e+00,6.589060768572883475e+00
7.770000000000000462e+00,-9.957002853642173079e+00,5.600250597592783919e+01,8.290083466416403590e-02,2.686633805943799302e+02,-9.655682232313267832e+01,-2.574334162886543709e+00,3.272492347489367598e-02,-5.672435309259899784e-03,5.413628042160929908e+03,4.066590916273522453e+03,5.564776118681776097e+03,4.168012277228052881e+03,1.529159298967450509e+00,1.567519632634691185e+00,6.589202322183564497e+00
7.780000000000000249e+00,-9.848450820138682005e+00,5.607665243762287588e+01,8.392045922710671124e-02,2.690482694418295182e+02,-9.697563353746446069e+01,-2.573505154539902140e+00,3.272492347489367598e-02,-5.621454081112766364e-03,5.413630696216788238e+03,4.066584393543716033e+03,5.564773801346992514e+03,4.168017988963028984e+03,1.529171255206505542e+00,1.567480251057919327e+00,6.589343679160110767e+00
7.790000000000000036e+00,-9.739266981132857381e+00,5.615081073956949353e+01,8.493870179540979892e-02,2.694329892591890712e+02,-9.739533456837516212e+01,-2.572665949947630981e+00,3.272492347489367598e-02,-5.570541952697611807e-03,5.413633343513914042e+03,4.066577877621874450e+03,5.564771489911366189e+03,4.168023694719537161e+03,1.529183181017750082e+00,1.567440910789186459e+00,6.589484839885919598e+00
7.799999999999999822e+00,-9.629450588704036917e+00,5.622497799490651715e+01,8.595556431663882446e-02,2.698175408160477673e+02,-9.781592556557033902e+01,-2.571816562929676753e+00,3.272492347489367598e-02,-5.519698826636160530e-03,5.413635983977124852e+03,4.066571368432314557e+03,5.564769184440551726e+03,4.168029394563904134e+03,1.529195076062336289e+00,1.567401611370919712e+00,6.589625804743437953e+00
7.810000000000000497e+00,-9.519000899034265828e+00,5.629915130154806491e+01,8.697104873539515668e-02,2.702019248911893214e+02,-9.823740667984995412e+01,-2.570957007286510443e+00,3.272492347489367598e-02,-5.468924605698343919e-03,5.413638617531653836e+03,4.066564865899681081e+03,5.564766884999853573e+03,4.168035088562167402e+03,1.529206940003294601e+00,1.567362352347555277e+00,6.589766574114189979e+00
7.820000000000000284e+00,-9.407917172535661621e+00,5.637332774220023168e+01,8.798515699332119799e-02,2.705861422725834586e+02,-9.865977806308238485e+01,-2.570087296799156373e+00,3.272492347489367598e-02,-5.418219192802041853e-03,5.413641244103152530e+03,4.066558369948954351e+03,5.564764591654206015e+03,4.168040776780067972e+03,1.529218772505524626e+00,1.567323133265529744e+00,6.589907148378757462e+00
7.830000000000000071e+00,-9.296198673978146587e+00,5.644750438437807816e+01,8.899789102910538041e-02,2.709701937573773876e+02,-9.908303986817830378e+01,-2.569207445229223286e+00,3.272492347489367598e-02,-5.367582491012832906e-03,5.413643863617675379e+03,4.066551880505439385e+03,5.564762304468179536e+03,4.168046459283068543e+03,1.529230573235785151e+00,1.567283953673272112e+00,6.590047527916791381e+00
7.839999999999999858e+00,-9.183844672617546223e+00,5.652167828042296094e+01,9.000925277848718931e-02,2.713540801518873309e+02,-9.950719224906420379e+01,-2.568317466318932318e+00,3.272492347489367598e-02,-5.317014403543741941e-03,5.413646476001701558e+03,4.066545397494768167e+03,5.564760023505994468e+03,4.168052136136336230e+03,1.529242341862683263e+00,1.567244813121194458e+00,6.590187713107016343e+00
